request date,USD cash balance,EUR cash balance,Total cash balance in EUR,USD-EUR exchange rate,EUR-EUR exchange rate,USD deposits,EUR deposits,Total deposits in EUR,USD withdrawals,EUR withdrawals,Total withdrawals in EUR,USD investments,EUR investments,Total investment in EUR,Market value of the USD investments,Market value of the EUR investments,Total market value in EUR,P/L in USD,P/L in EUR,Total P/L in EUR
2019-11-05 21:00:00,1527.422,,1372.52613498,0.89859,,20000,,17971.8,0,,0,96629.77,,86830.5450243,490638.33,,440882.6969547,392481.14,,352679.6275926
2019-11-06 21:00:00,1527.422,,1379.262066,0.903,,20000,,18060,0,,0,96629.77,,87256.68231,481638.2,,434919.2946,383481.01,,346283.35203
2019-11-07 21:00:00,1527.422,,1379.73556682,0.90331,,20000,,18066.2,0,,0,96629.77,,87286.6375387,484990.32,,438096.6059592,386833.13,,349430.2346603
2019-11-08 21:00:00,1527.422,,1386.08353265,0.907466,,20000,,18149.32,0,,0,96629.77,,87688.23086282,518022.75,,470088.0328515,419865.56,,381013.72027096
2019-11-09 21:00:00,1527.422,,1385.73833528,0.90724,,20000,,18144.8,0,,0,96629.77,,87666.3925348,527288.28,,478377.0191472,429131.09,,389324.8900916
2019-11-10 21:00:00,1527.422,,1385.73833528,0.90724,,20000,,18144.8,0,,0,96629.77,,87666.3925348,527288.28,,478377.0191472,429131.09,,389324.8900916
2019-11-11 21:00:00,1527.422,,1385.73833528,0.90724,,20000,,18144.8,0,,0,96629.77,,87666.3925348,527288.28,,478377.0191472,429131.09,,389324.8900916
2019-11-12 21:00:00,1527.422,,1384.10399374,0.90617,,20000,,18123.4,0,,0,96629.77,,87562.9986809,524783.71,,475543.2544907,426626.52,,386596.1536284
2019-11-13 21:00:00,1527.422,,1387.00609554,0.90807,,20000,,18161.4,0,,0,96629.77,,87746.5952439,514560.24,,467256.7171368,416403.05,,378123.1176135
2019-11-14 21:00:00,1527.422,,1386.899176,0.908,,20000,,18160,0,,0,96629.77,,87739.83116,543581.5,,493572.002,445424.31,,404445.27348
2019-11-15 21:00:00,1527.422,,1385.9827228,0.9074,,20000,,18148,0,,0,96629.77,,87681.853298,536260.87,,486603.113438,438103.68,,397535.279232
2019-11-16 21:00:00,1527.422,,1381.64484432,0.90456,,20000,,18091.2,0,,0,96629.77,,87407.4247512,533657.67,,482725.3819752,435500.48,,393936.3141888
2019-11-17 21:00:00,1527.422,,1381.64484432,0.90456,,20000,,18091.2,0,,0,96629.77,,87407.4247512,533657.67,,482725.3819752,435500.48,,393936.3141888
2019-11-18 21:00:00,1527.422,,1381.64484432,0.90456,,20000,,18091.2,0,,0,96629.77,,87407.4247512,533657.67,,482725.3819752,435500.48,,393936.3141888
2019-11-19 21:00:00,1527.422,,1379.4911793,0.90315,,20000,,18063,0,,0,96629.77,,87271.1767755,528953.88,,477724.696722,430796.69,,389074.0305735
2019-11-20 21:00:00,1527.422,,1378.53959539,0.902527,,20000,,18050.54,0,,0,96629.77,,87210.97642879,520068.63,,469375.98042801,421911.44,,380786.46620888
2019-11-21 21:00:00,1527.422,,1378.68164564,0.90262,,20000,,18052.4,0,,0,96629.77,,87219.9629974,510911.58,,461159.0103396,412754.39,,372560.3675018
2019-11-22 21:00:00,1527.422,,1380.30071296,0.90368,,20000,,18073.6,0,,0,96629.77,,87322.3905536,509755.34,,460655.7056512,411598.15,,371953.016192
2019-11-23 21:00:00,1527.422,,1385.72306106,0.90723,,20000,,18144.6,0,,0,96629.77,,87665.4262371,526983.23,,478094.9957529,428826.04,,389043.8482692
2019-11-24 21:00:00,1527.422,,1385.72306106,0.90723,,20000,,18144.6,0,,0,96629.77,,87665.4262371,526983.23,,478094.9957529,428826.04,,389043.8482692
2019-11-25 21:00:00,1527.422,,1385.72306106,0.90723,,20000,,18144.6,0,,0,96629.77,,87665.4262371,526983.23,,478094.9957529,428826.04,,389043.8482692
2019-11-26 21:00:00,1527.422,,1386.7464338,0.9079,,20000,,18158,0,,0,96629.77,,87730.168183,528197.96,,479550.927884,430040.77,,390434.015083
2019-11-27 21:00:00,1527.422,,1385.72306106,0.90723,,20000,,18144.6,0,,0,96629.77,,87665.4262371,530192.02,,481006.1063046,432034.83,,391954.9588209
2019-11-28 21:00:00,1527.422,,1387.95309718,0.90869,,20000,,18173.8,0,,0,96629.77,,87806.5057013,521212.81,,473620.8683189,423055.62,,384426.4113378
2019-11-29 21:00:00,1527.422,,1387.08246664,0.90812,,20000,,18162.4,0,,0,96629.77,,87751.4267324,521212.81,,473323.7770172,423055.62,,384185.2696344
2019-11-30 21:00:00,1527.422,,1386.16601344,0.90752,,20000,,18150.4,0,,0,96629.77,,87693.4488704,511304.2,,464018.787584,413147.01,,374939.1745152
2019-12-01 21:00:00,1527.422,,1386.16601344,0.90752,,20000,,18150.4,0,,0,96629.77,,87693.4488704,511304.2,,464018.787584,413147.01,,374939.1745152
2019-12-02 21:00:00,1527.422,,1386.16601344,0.90752,,20000,,18150.4,0,,0,96629.77,,87693.4488704,511304.2,,464018.787584,413147.01,,374939.1745152
2019-12-03 21:00:00,1527.422,,1378.6510972,0.9026,,20000,,18052,0,,0,96629.77,,87218.030402,504113.48,,455012.827048,405956.29,,366416.147354
2019-12-04 21:00:00,1527.422,,1377.8873862,0.9021,,20000,,18042,0,,0,96629.77,,87169.715517,504566.53,,455169.466713,406409.34,,366621.865614
2019-12-05 21:00:00,1527.422,,1378.16232216,0.90228,,20000,,18045.6,0,,0,96629.77,,87187.1088756,487594.81,,439947.0451668,389437.62,,351381.7757736
2019-12-06 21:00:00,1527.422,,1375.38241412,0.90046,,20000,,18009.2,0,,0,96629.77,,87011.2426942,490513.04,,441687.3719984,392355.85,,353300.748691
2019-12-07 21:00:00,1527.422,,1381.1713435,0.90425,,20000,,18085,0,,0,96629.77,,87377.4695225,492734.6,,445555.26205,394577.41,,356796.6229925
2019-12-08 21:00:00,1527.422,,1381.1713435,0.90425,,20000,,18085,0,,0,96629.77,,87377.4695225,492734.6,,445555.26205,394577.41,,356796.6229925
2019-12-09 21:00:00,1527.422,,1381.1713435,0.90425,,20000,,18085,0,,0,96629.77,,87377.4695225,492734.6,,445555.26205,394577.41,,356796.6229925
2019-12-10 21:00:00,1527.422,,1380.40915992,0.903751,,20000,,18075.02,0,,0,96629.77,,87329.25126727,506691.42,,457922.87751642,408534.23,,369213.21889673
2019-12-11 21:00:00,1527.422,,1376.95565878,0.90149,,20000,,18029.8,0,,0,96629.77,,87110.7713573,506894.46,,456960.2867454,408737.27,,368472.5615323
2019-12-12 21:00:00,1527.422,,1371.624956,0.898,,20000,,17960,0,,0,96629.77,,86773.53346,513431.54,,461061.52292,415274.35,,372916.3663
2019-12-13 21:00:00,1527.422,,1365.46944534,0.89397,,20000,,17879.4,0,,0,96629.77,,86384.1154869,513658.06,,459194.8958982,415500.87,,371445.3127539
2019-12-14 21:00:00,1527.422,,1373.03018424,0.89892,,20000,,17978.4,0,,0,96629.77,,86862.4328484,511930.89,,460184.9156388,413773.7,,371949.454404
2019-12-15 21:00:00,1527.422,,1373.03018424,0.89892,,20000,,17978.4,0,,0,96629.77,,86862.4328484,511930.89,,460184.9156388,413773.7,,371949.454404
2019-12-16 21:00:00,1527.422,,1373.03018424,0.89892,,20000,,17978.4,0,,0,96629.77,,86862.4328484,511930.89,,460184.9156388,413773.7,,371949.454404
2019-12-17 21:00:00,1527.422,,1371.48748802,0.89791,,20000,,17958.2,0,,0,96629.77,,86764.8367807,508638.81,,456711.8738871,410481.62,,368575.5514142
2019-12-18 21:00:00,1527.422,,1369.7156785,0.89675,,20000,,17935,0,,0,96629.77,,86652.7462475,520523.19,,466779.1706325,422366,,378756.7105
2019-12-19 21:00:00,1527.422,,1374.08410542,0.89961,,20000,,17992.2,0,,0,96629.77,,86929.1073897,528913.25,,475815.6488325,430756.06,,387512.4591366
2019-12-20 21:00:00,1527.422,,1372.8468936,0.8988,,20000,,17976,0,,0,96629.77,,86850.837276,520541.41,,467862.619308,422384.22,,379638.936936
2019-12-21 21:00:00,1527.422,,1378.55945188,0.90254,,20000,,18050.8,0,,0,96629.77,,87212.2326158,518367.07,,467847.0153578,420209.88,,379256.2250952
2019-12-22 21:00:00,1527.422,,1378.55945188,0.90254,,20000,,18050.8,0,,0,96629.77,,87212.2326158,518367.07,,467847.0153578,420209.88,,379256.2250952
2019-12-23 21:00:00,1527.422,,1378.55945188,0.90254,,20000,,18050.8,0,,0,96629.77,,87212.2326158,518367.07,,467847.0153578,420209.88,,379256.2250952
2019-12-24 21:00:00,1527.422,,1376.8181908,0.9014,,20000,,18028,0,,0,96629.77,,87102.074678,518488.96,,467365.948544,420331.77,,378887.057478
2019-12-25 21:00:00,1527.422,,1377.2764174,0.9017,,20000,,18034,0,,0,96629.77,,87131.063609,514028.3,,463499.31811,415871.11,,374990.979887
2019-12-26 21:00:00,1527.422,,1376.61962594,0.90127,,20000,,18025.4,0,,0,96629.77,,87089.5128079,514028.3,,463278.285941,415871.11,,374812.1553097
2019-12-27 21:00:00,1527.422,,1375.91701182,0.90081,,20000,,18016.2,0,,0,96629.77,,87045.0631137,518627.93,,467185.2256233,420470.74,,378764.2472994
2019-12-28 21:00:00,1527.422,,1365.92767194,0.89427,,20000,,17885.4,0,,0,96629.77,,86413.1044179,518398.24,,463587.9940848,420241.05,,375808.9637835
2019-12-29 21:00:00,1527.422,,1365.92767194,0.89427,,20000,,17885.4,0,,0,96629.77,,86413.1044179,518398.24,,463587.9940848,420241.05,,375808.9637835
2019-12-30 21:00:00,1527.422,,1365.92767194,0.89427,,20000,,17885.4,0,,0,96629.77,,86413.1044179,518398.24,,463587.9940848,420241.05,,375808.9637835
2019-12-31 21:00:00,1527.422,,1363.48990643,0.892674,,20000,,17853.48,0,,0,96629.77,,86258.88330498,520872.56,,464969.39162544,422715.37,,377347.02019938
2020-01-01 21:00:00,1527.422,,1361.2384864,0.8912,,20000,,17824,0,,0,96629.77,,86116.451024,534473.26,,476322.569312,436316.07,,388844.881584
2020-01-02 21:00:00,1527.422,,1361.2384864,0.8912,,20000,,17824,0,,0,96629.77,,86116.451024,534473.26,,476322.569312,436316.07,,388844.881584
2020-01-03 21:00:00,1527.422,,1367.25652908,0.89514,,20000,,17902.8,0,,0,96629.77,,86497.1723178,527031.69,,471767.1469866,428874.5,,383902.71993
2020-01-04 21:00:00,1527.422,,1368.4173698,0.8959,,20000,,17918,0,,0,96629.77,,86570.610943,526501.07,,471692.308613,428343.88,,383753.282092
2020-01-05 21:00:00,1527.422,,1368.4173698,0.8959,,20000,,17918,0,,0,96629.77,,86570.610943,526501.07,,471692.308613,428343.88,,383753.282092
2020-01-06 21:00:00,1527.422,,1368.4173698,0.8959,,20000,,17918,0,,0,96629.77,,86570.610943,526501.07,,471692.308613,428343.88,,383753.282092
2020-01-07 21:00:00,1527.422,,1364.01381217,0.893017,,20000,,17860.34,0,,0,96629.77,,86292.02731609,519868.12,,464251.06891804,421710.93,,376595.02957581
2020-01-08 21:00:00,1527.422,,1369.30327456,0.89648,,20000,,17929.6,0,,0,96629.77,,86626.6562096,500200.41,,448419.6635568,402043.22,,360423.7058656
2020-01-09 21:00:00,1527.422,,1374.42013826,0.89983,,20000,,17996.6,0,,0,96629.77,,86950.3659391,504376.65,,453853.2409695,406219.46,,365528.4566918
2020-01-10 21:00:00,1527.422,,1374.6798,0.9,,20000,,18000,0,,0,96629.77,,86966.793,498184.95,,448366.455,400027.76,,360024.984
2020-01-11 21:00:00,1527.422,,1373.9924601,0.89955,,20000,,17991,0,,0,96629.77,,86923.3096035,507976.52,,456950.278566,409819.33,,368652.9783015
2020-01-12 21:00:00,1527.422,,1373.9924601,0.89955,,20000,,17991,0,,0,96629.77,,86923.3096035,507976.52,,456950.278566,409819.33,,368652.9783015
2020-01-13 21:00:00,1527.422,,1373.9924601,0.89955,,20000,,17991,0,,0,96629.77,,86923.3096035,507976.52,,456950.278566,409819.33,,368652.9783015
2020-01-14 21:00:00,1527.422,,1371.64023022,0.89801,,20000,,17960.2,0,,0,96629.77,,86774.4997577,514141.83,,461704.5047583,415984.64,,373558.3665664
2020-01-15 21:00:00,1527.422,,1372.2359248,0.8984,,20000,,17968,0,,0,96629.77,,86812.185368,517353.73,,464790.591032,419196.54,,376606.171536
2020-01-16 21:00:00,1527.422,,1369.39339246,0.896539,,20000,,17930.78,0,,0,96629.77,,86632.35736603,526004.72,,471583.74566408,427847.53,,383581.99669867
2020-01-17 21:00:00,1527.422,,1371.1667294,0.8977,,20000,,17954,0,,0,96629.77,,86744.544529,520734.78,,467463.612006,422577.59,,379347.902543
2020-01-18 21:00:00,1527.422,,1376.72654548,0.90134,,20000,,18026.8,0,,0,96629.77,,87096.2768918,515808.28,,464918.6350952,417651.09,,376445.6334606
2020-01-19 21:00:00,1527.422,,1376.72654548,0.90134,,20000,,18026.8,0,,0,96629.77,,87096.2768918,515808.28,,464918.6350952,417651.09,,376445.6334606
2020-01-20 21:00:00,1527.422,,1376.72654548,0.90134,,20000,,18026.8,0,,0,96629.77,,87096.2768918,515808.28,,464918.6350952,417651.09,,376445.6334606
2020-01-21 21:00:00,1527.422,,1376.4363353,0.90115,,20000,,18023,0,,0,96629.77,,87077.9172355,515808.28,,464820.631522,417651.09,,376366.2797535
2020-01-22 21:00:00,1527.422,,1377.84156354,0.90207,,20000,,18041.4,0,,0,96629.77,,87166.8166239,510960,,460921.6872,412802.81,,372377.0308167
2020-01-23 21:00:00,1527.422,,1376.49743218,0.90119,,20000,,18023.8,0,,0,96629.77,,87081.7824263,513539.81,,462796.9413739,415382.62,,374338.6633178
2020-01-24 21:00:00,1527.422,,1381.6295701,0.90455,,20000,,18091,0,,0,96629.77,,87406.4584535,513411.01,,464405.9290955,415253.82,,375617.842881
2020-01-25 21:00:00,1527.422,,1385.371754,0.907,,20000,,18140,0,,0,96629.77,,87643.20139,500775.36,,454203.25152,402618.17,,365174.68019
2020-01-26 21:00:00,1527.422,,1385.371754,0.907,,20000,,18140,0,,0,96629.77,,87643.20139,500775.36,,454203.25152,402618.17,,365174.68019
2020-01-27 21:00:00,1527.422,,1385.371754,0.907,,20000,,18140,0,,0,96629.77,,87643.20139,500775.36,,454203.25152,402618.17,,365174.68019
2020-01-28 21:00:00,1527.422,,1386.07436812,0.90746,,20000,,18149.2,0,,0,96629.77,,87687.6510842,502331.34,,455845.5977964,404174.15,,366771.874159
2020-01-29 21:00:00,1527.422,,1385.72306106,0.90723,,20000,,18144.6,0,,0,96629.77,,87665.4262371,499455.3,,453120.831819,401298.11,,364069.6843353
2020-01-30 21:00:00,1527.422,,1386.4409494,0.9077,,20000,,18154,0,,0,96629.77,,87710.842229,481869.31,,437392.772687,383712.12,,348295.491324
2020-01-31 21:00:00,1527.422,,1384.89825318,0.90669,,20000,,18133.8,0,,0,96629.77,,87613.2461613,486578.55,,441175.9054995,388421.36,,352177.7628984
2020-02-01 21:00:00,1527.422,,1377.32224006,0.90173,,20000,,18034.6,0,,0,96629.77,,87133.9625021,486962.77,,439108.9385921,388805.58,,350597.6556534
2020-02-02 21:00:00,1527.422,,1377.32224006,0.90173,,20000,,18034.6,0,,0,96629.77,,87133.9625021,486962.77,,439108.9385921,388805.58,,350597.6556534
2020-02-03 21:00:00,1527.422,,1377.32224006,0.90173,,20000,,18034.6,0,,0,96629.77,,87133.9625021,486962.77,,439108.9385921,388805.58,,350597.6556534
2020-02-04 21:00:00,1527.422,,1380.66729424,0.90392,,20000,,18078.4,0,,0,96629.77,,87345.5816984,493160.72,,445777.8380224,395003.53,,357051.5908376
2020-02-05 21:00:00,1527.422,,1382.6223944,0.9052,,20000,,18104,0,,0,96629.77,,87469.267804,496815.49,,449717.381548,398658.3,,360865.49316
2020-02-06 21:00:00,1527.422,,1388.2738558,0.9089,,20000,,18178,0,,0,96629.77,,87826.797953,499751.64,,454224.265596,401594.45,,365009.195605
2020-02-07 21:00:00,1527.422,,1390.717731,0.9105,,20000,,18210,0,,0,96629.77,,87981.405585,498762.87,,454123.593135,400605.68,,364751.47164
2020-02-08 21:00:00,1527.422,,1394.9945126,0.9133,,20000,,18266,0,,0,96629.77,,88251.968941,499851.82,,456514.667206,401694.63,,366867.705579
2020-02-09 21:00:00,1527.422,,1394.9945126,0.9133,,20000,,18266,0,,0,96629.77,,88251.968941,499851.82,,456514.667206,401694.63,,366867.705579
2020-02-10 21:00:00,1527.422,,1394.9945126,0.9133,,20000,,18266,0,,0,96629.77,,88251.968941,499851.82,,456514.667206,401694.63,,366867.705579
2020-02-11 21:00:00,1527.422,,1399.5767786,0.9163,,20000,,18326,0,,0,96629.77,,88541.858251,505607.4,,463288.06062,407450.21,,373346.627423
2020-02-12 21:00:00,1527.422,,1398.8130676,0.9158,,20000,,18316,0,,0,96629.77,,88493.543366,514221.65,,470924.18707,416064.46,,381031.832468
2020-02-13 21:00:00,1527.422,,1404.40343212,0.91946,,20000,,18389.2,0,,0,96629.77,,88847.2083242,469336.3,,431535.954398,371179.11,,341284.3444806
2020-02-14 21:00:00,1527.422,,1408.283084,0.922,,20000,,18440,0,,0,96629.77,,89092.64794,475861.48,,438744.28456,377704.29,,348243.35538
2020-02-15 21:00:00,1527.422,,1408.83295592,0.92236,,20000,,18447.2,0,,0,96629.77,,89127.4346572,476589.15,,439586.768394,378431.96,,349050.5026256
2020-02-16 21:00:00,1527.422,,1408.83295592,0.92236,,20000,,18447.2,0,,0,96629.77,,89127.4346572,476589.15,,439586.768394,378431.96,,349050.5026256
2020-02-17 21:00:00,1527.422,,1408.83295592,0.92236,,20000,,18447.2,0,,0,96629.77,,89127.4346572,476589.15,,439586.768394,378431.96,,349050.5026256
2020-02-18 21:00:00,1527.422,,1409.046795,0.9225,,20000,,18450,0,,0,96629.77,,89140.962825,476589.15,,439653.490875,378431.96,,349103.4831
2020-02-19 21:00:00,1527.422,,1414.88154704,0.92632,,20000,,18526.4,0,,0,96629.77,,89510.0885464,478880.46,,443596.5477072,380723.27,,352671.5794664
2020-02-20 21:00:00,1527.422,,1412.95852274,0.925061,,20000,,18501.22,0,,0,96629.77,,89388.43166597,477644.96,,441850.72434256,379487.77,,351049.33600397
2020-02-21 21:00:00,1527.422,,1415.85298743,0.926956,,20000,,18539.12,0,,0,96629.77,,89571.54508012,491213.06,,455332.89324536,393055.87,,364345.49703172
2020-02-22 21:00:00,1527.422,,1409.18426298,0.92259,,20000,,18451.8,0,,0,96629.77,,89149.6595043,476794.16,,439885.5240744,378636.97,,349326.6821523
2020-02-23 21:00:00,1527.422,,1409.18426298,0.92259,,20000,,18451.8,0,,0,96629.77,,89149.6595043,476794.16,,439885.5240744,378636.97,,349326.6821523
2020-02-24 21:00:00,1527.422,,1409.18426298,0.92259,,20000,,18451.8,0,,0,96629.77,,89149.6595043,476794.16,,439885.5240744,378636.97,,349326.6821523
2020-02-25 21:00:00,1527.422,,1407.86609779,0.921727,,20000,,18434.54,0,,0,96629.77,,89066.26801279,463432.01,,427157.79628127,365274.82,,336683.66401414
2020-02-26 21:00:00,1527.422,,1403.62291948,0.918949,,20000,,18378.98,0,,0,96629.77,,88797.83051173,473972.99,,435557.00518751,375815.8,,345355.5535942
2020-02-27 21:00:00,1527.422,,1403.12039764,0.91862,,20000,,18372.4,0,,0,96629.77,,88766.0393174,445987.98,,409693.4781876,347830.79,,319524.3203098
2020-02-28 21:00:00,1527.422,,1388.91537304,0.90932,,20000,,18186.4,0,,0,96629.77,,87867.3824564,434462.68,,395065.6041776,336305.49,,305809.3081668
2020-02-29 21:00:00,1527.422,,1382.11834514,0.90487,,20000,,18097.4,0,,0,96629.77,,87437.3799799,447897.95,,405289.4180165,349740.76,,316469.9215012
2020-03-01 21:00:00,1527.422,,1382.11834514,0.90487,,20000,,18097.4,0,,0,96629.77,,87437.3799799,447897.95,,405289.4180165,349740.76,,316469.9215012
2020-03-02 21:00:00,1527.422,,1382.11834514,0.90487,,20000,,18097.4,0,,0,96629.77,,87437.3799799,447897.95,,405289.4180165,349740.76,,316469.9215012
2020-03-03 21:00:00,1527.422,,1370.61685748,0.89734,,20000,,17946.8,0,,0,96629.77,,86709.7578118,429853.19,,385724.4615146,331696,,297644.08864
2020-03-04 21:00:00,1527.422,,1366.1262368,0.8944,,20000,,17888,0,,0,96629.77,,86425.666288,443057.13,,396270.297072,344899.94,,308478.506336
2020-03-05 21:00:00,1527.422,,1371.22782628,0.89774,,20000,,17954.8,0,,0,96629.77,,86748.4097198,429247.39,,385352.5518986,331090.2,,297232.916148
2020-03-06 21:00:00,1527.422,,1360.87190512,0.89096,,20000,,17819.2,0,,0,96629.77,,86093.2598792,430458.59,,383521.3853464,332301.4,,296067.255344
2020-03-07 21:00:00,1527.422,,1341.48891994,0.87827,,20000,,17565.4,0,,0,96629.77,,84867.0280979,394222.19,,346233.5228113,296065,,260025.00755
2020-03-08 21:00:00,1527.422,,1341.48891994,0.87827,,20000,,17565.4,0,,0,96629.77,,84867.0280979,394222.19,,346233.5228113,296065,,260025.00755
2020-03-09 21:00:00,1527.422,,1341.48891994,0.87827,,20000,,17565.4,0,,0,96629.77,,84867.0280979,394222.19,,346233.5228113,296065,,260025.00755
2020-03-10 21:00:00,1527.422,,1340.0836917,0.87735,,20000,,17547,0,,0,96629.77,,84778.1287095,404899.36,,355238.453496,306742.17,,269120.2428495
2020-03-11 21:00:00,1527.422,,1349.72936163,0.883665,,20000,,17673.3,0,,0,96629.77,,85388.34570705,384968.98,,340183.6137117,286811.79,,253445.54041035
2020-03-12 21:00:00,1527.422,,1356.32018756,0.88798,,20000,,17759.6,0,,0,96629.77,,85805.3031646,357470.38,,317426.5480324,259313.19,,230264.9264562
2020-03-13 21:00:00,1527.422,,1365.60691332,0.89406,,20000,,17881.2,0,,0,96629.77,,86392.8121662,392386.99,,350817.5122794,294229.8,,263059.094988
2020-03-14 21:00:00,1527.422,,1369.22690346,0.89643,,20000,,17928.6,0,,0,96629.77,,86621.8247211,360893.5,,323515.760205,262736.31,,235524.7103733
2020-03-15 21:00:00,1527.422,,1369.22690346,0.89643,,20000,,17928.6,0,,0,96629.77,,86621.8247211,360893.5,,323515.760205,262736.31,,235524.7103733
2020-03-16 21:00:00,1527.422,,1369.22690346,0.89643,,20000,,17928.6,0,,0,96629.77,,86621.8247211,360893.5,,323515.760205,262736.31,,235524.7103733
2020-03-17 21:00:00,1527.422,,1368.2646276,0.8958,,20000,,17916,0,,0,96629.77,,86560.947966,388903.92,,348380.131536,290746.73,,260450.920734
2020-03-18 21:00:00,1527.422,,1386.60896582,0.90781,,20000,,18156.2,0,,0,96629.77,,87721.4715037,362199.41,,328808.2463921,264042.22,,239700.1677382
2020-03-19 21:00:00,1527.422,,1393.43654216,0.91228,,20000,,18245.6,0,,0,96629.77,,88153.4065756,364729.67,,332735.5833476,266572.48,,243188.7420544
2020-03-20 21:00:00,1527.422,,1433.21061104,0.93832,,20000,,18766.4,0,,0,96629.77,,90669.6457864,357751.96,,335685.8191072,259594.77,,243582.9645864
2020-03-21 21:00:00,1527.422,,1428.24648954,0.93507,,20000,,18701.4,0,,0,96629.77,,90355.5990339,353669.57,,330705.8048199,255512.38,,238921.9611666
2020-03-22 21:00:00,1527.422,,1428.24648954,0.93507,,20000,,18701.4,0,,0,96629.77,,90355.5990339,353669.57,,330705.8048199,255512.38,,238921.9611666
2020-03-23 21:00:00,1527.422,,1428.24648954,0.93507,,20000,,18701.4,0,,0,96629.77,,90355.5990339,353669.57,,330705.8048199,255512.38,,238921.9611666
2020-03-24 21:00:00,1527.422,,1418.92921534,0.92897,,20000,,18579.4,0,,0,96629.77,,89766.1574369,384486.48,,357176.4053256,286329.29,,265991.3205313
2020-03-25 21:00:00,1527.422,,1413.9345454,0.9257,,20000,,18514,0,,0,96629.77,,89450.178089,397092.41,,367588.443937,298935.22,,276724.333154
2020-03-26 21:00:00,1527.422,,1402.64689682,0.91831,,20000,,18366.2,0,,0,96629.77,,88736.0840887,404020.03,,371015.6337493,305862.84,,280876.9046004
2020-03-27 21:00:00,1527.422,,1382.50020064,0.90512,,20000,,18102.4,0,,0,96629.77,,87461.5374224,399771.11,,361840.8270832,301613.92,,272996.7912704
2020-03-28 21:00:00,1527.422,,1371.22782628,0.89774,,20000,,17954.8,0,,0,96629.77,,86748.4097198,417409.77,,374725.4469198,319252.58,,286605.8111692
2020-03-29 21:00:00,1527.422,,1371.22782628,0.89774,,20000,,17954.8,0,,0,96629.77,,86748.4097198,417409.77,,374725.4469198,319252.58,,286605.8111692
2020-03-30 21:00:00,1527.422,,1371.22782628,0.89774,,20000,,17954.8,0,,0,96629.77,,86748.4097198,417409.77,,374725.4469198,319252.58,,286605.8111692
2020-03-31 21:00:00,1527.422,,1384.73023676,0.90658,,20000,,18131.6,0,,0,96629.77,,87602.6168866,424983.17,,385281.2422586,326825.98,,296293.8969484
2020-04-01 21:00:00,1527.422,,1385.2190118,0.9069,,20000,,18138,0,,0,96629.77,,87633.538413,418011.18,,379094.339142,319853.99,,290075.583531
2020-04-02 21:00:00,1527.422,,1394.44464068,0.91294,,20000,,18258.8,0,,0,96629.77,,88217.1822238,422860.25,,386046.036635,324703.06,,296434.4115964
2020-04-03 21:00:00,1527.422,,1408.09979336,0.92188,,20000,,18437.6,0,,0,96629.77,,89081.0523676,405808.76,,374106.9796688,307651.57,,283617.8293516
2020-04-04 21:00:00,1527.422,,1413.36939926,0.92533,,20000,,18506.6,0,,0,96629.77,,89414.4250741,423758.01,,392115.9993933,325600.82,,301288.2067706
2020-04-05 21:00:00,1527.422,,1413.36939926,0.92533,,20000,,18506.6,0,,0,96629.77,,89414.4250741,423758.01,,392115.9993933,325600.82,,301288.2067706
2020-04-06 21:00:00,1527.422,,1413.36939926,0.92533,,20000,,18506.6,0,,0,96629.77,,89414.4250741,423758.01,,392115.9993933,325600.82,,301288.2067706
2020-04-07 21:00:00,1527.422,,1413.7818032,0.9256,,20000,,18512,0,,0,96629.77,,89440.515112,418412.69,,387282.785864,320255.5,,296428.4908
2020-04-08 21:00:00,1527.422,,1401.92900848,0.91784,,20000,,18356.8,0,,0,96629.77,,88690.6680968,429550.81,,394258.9154504,331393.62,,304166.3201808
2020-04-09 21:00:00,1527.422,,1405.991951,0.9205,,20000,,18410,0,,0,96629.77,,88947.703285,436441.45,,401744.354725,338284.26,,311390.66133
2020-04-10 21:00:00,1527.422,,1397.78969486,0.91513,,20000,,18302.6,0,,0,96629.77,,88428.8014201,467668.12,,427977.1266556,369510.93,,338150.5373709
2020-04-11 21:00:00,1527.422,,1397.11762918,0.91469,,20000,,18293.8,0,,0,96629.77,,88386.2843213,467668.12,,427771.3526828,369510.93,,337987.9525617
2020-04-12 21:00:00,1527.422,,1397.11762918,0.91469,,20000,,18293.8,0,,0,96629.77,,88386.2843213,467668.12,,427771.3526828,369510.93,,337987.9525617
2020-04-13 21:00:00,1527.422,,1397.11762918,0.91469,,20000,,18293.8,0,,0,96629.77,,88386.2843213,467668.12,,427771.3526828,369510.93,,337987.9525617
2020-04-14 21:00:00,1527.422,,1398.354841,0.9155,,20000,,18310,0,,0,96629.77,,88464.554435,475355.76,,435188.19828,377198.57,,345325.290835
2020-04-15 21:00:00,1527.422,,1390.4122466,0.9103,,20000,,18206,0,,0,96629.77,,87962.079631,465355.16,,423612.802148,367197.97,,334260.312091
2020-04-16 21:00:00,1527.422,,1400.64902884,0.917002,,20000,,18340.04,0,,0,96629.77,,88609.69234954,478848.81,,439105.31646762,380691.62,,349094.97692324
2020-04-17 21:00:00,1527.422,,1406.66401668,0.92094,,20000,,18418.8,0,,0,96629.77,,88990.2203838,490723.81,,451927.1855814,392566.62,,361530.3030228
2020-04-18 21:00:00,1527.422,,1405.56427284,0.92022,,20000,,18404.4,0,,0,96629.77,,88920.6469494,504401.84,,464160.6612048,406244.65,,373834.451823
