request date,USD cash balance,Total cash balance in EUR,USD-EUR exchange rate,USD deposits,Total deposits in EUR,USD withdrawals,Total withdrawals in EUR,USD investments,Total investment in EUR,Market value of the USD investments,Total market value in EUR,P/L in USD,Total P/L in EUR
2019-12-25 21:00:00,1527.422,1377.2764174,0.9017,20000,18034,0,0,96629.77,87131.063609,514028.3,463499.31811,415871.11,374990.979887
2019-12-26 21:00:00,1527.422,1376.61962594,0.90127,20000,18025.4,0,0,96629.77,87089.5128079,514028.3,463278.285941,415871.11,374812.1553097
2019-12-27 21:00:00,1527.422,1375.91701182,0.90081,20000,18016.2,0,0,96629.77,87045.0631137,518627.93,467185.2256233,420470.74,378764.2472994
2019-12-28 21:00:00,1527.422,1365.92767194,0.89427,20000,17885.4,0,0,96629.77,86413.1044179,518398.24,463587.9940848,420241.05,375808.9637835
2019-12-29 21:00:00,1527.422,1365.92767194,0.89427,20000,17885.4,0,0,96629.77,86413.1044179,518398.24,463587.9940848,420241.05,375808.9637835
2019-12-30 21:00:00,1527.422,1365.92767194,0.89427,20000,17885.4,0,0,96629.77,86413.1044179,518398.24,463587.9940848,420241.05,375808.9637835
2019-12-31 21:00:00,1527.422,1363.48990643,0.892674,20000,17853.48,0,0,96629.77,86258.88330498,520872.56,464969.39162544,422715.37,377347.02019938
2020-01-01 21:00:00,1527.422,1361.2384864,0.8912,20000,17824,0,0,96629.77,86116.451024,534473.26,476322.569312,436316.07,388844.881584
2020-01-02 21:00:00,1527.422,1361.2384864,0.8912,20000,17824,0,0,96629.77,86116.451024,534473.26,476322.569312,436316.07,388844.881584
2020-01-03 21:00:00,1527.422,1367.25652908,0.89514,20000,17902.8,0,0,96629.77,86497.1723178,527031.69,471767.1469866,428874.5,383902.71993
2020-01-04 21:00:00,1527.422,1368.4173698,0.8959,20000,17918,0,0,96629.77,86570.610943,526501.07,471692.308613,428343.88,383753.282092
2020-01-05 21:00:00,1527.422,1368.4173698,0.8959,20000,17918,0,0,96629.77,86570.610943,526501.07,471692.308613,428343.88,383753.282092
2020-01-06 21:00:00,1527.422,1368.4173698,0.8959,20000,17918,0,0,96629.77,86570.610943,526501.07,471692.308613,428343.88,383753.282092
2020-01-07 21:00:00,1527.422,1364.01381217,0.893017,20000,17860.34,0,0,96629.77,86292.02731609,519868.12,464251.06891804,421710.93,376595.02957581
2020-01-08 21:00:00,1527.422,1369.30327456,0.89648,20000,17929.6,0,0,96629.77,86626.6562096,500200.41,448419.6635568,402043.22,360423.7058656
2020-01-09 21:00:00,1527.422,1374.42013826,0.89983,20000,17996.6,0,0,96629.77,86950.3659391,504376.65,453853.2409695,406219.46,365528.4566918
2020-01-10 21:00:00,1527.422,1374.6798,0.9,20000,18000,0,0,96629.77,86966.793,498184.95,448366.455,400027.76,360024.984
2020-01-11 21:00:00,1527.422,1373.9924601,0.89955,20000,17991,0,0,96629.77,86923.3096035,507976.52,456950.278566,409819.33,368652.9783015
2020-01-12 21:00:00,1527.422,1373.9924601,0.89955,20000,17991,0,0,96629.77,86923.3096035,507976.52,456950.278566,409819.33,368652.9783015
2020-01-13 21:00:00,1527.422,1373.9924601,0.89955,20000,17991,0,0,96629.77,86923.3096035,507976.52,456950.278566,409819.33,368652.9783015
2020-01-14 21:00:00,1527.422,1371.64023022,0.89801,20000,17960.2,0,0,96629.77,86774.4997577,514141.83,461704.5047583,415984.64,373558.3665664
2020-01-15 21:00:00,1527.422,1372.2359248,0.8984,20000,17968,0,0,96629.77,86812.185368,517353.73,464790.591032,419196.54,376606.171536
2020-01-16 21:00:00,1527.422,1369.39339246,0.896539,20000,17930.78,0,0,96629.77,86632.35736603,526004.72,471583.74566408,427847.53,383581.99669867
2020-01-17 21:00:00,1527.422,1371.1667294,0.8977,20000,17954,0,0,96629.77,86744.544529,520734.78,467463.612006,422577.59,379347.902543
2020-01-18 21:00:00,1527.422,1376.72654548,0.90134,20000,18026.8,0,0,96629.77,87096.2768918,515808.28,464918.6350952,417651.09,376445.6334606
2020-01-19 21:00:00,1527.422,1376.72654548,0.90134,20000,18026.8,0,0,96629.77,87096.2768918,515808.28,464918.6350952,417651.09,376445.6334606
2020-01-20 21:00:00,1527.422,1376.72654548,0.90134,20000,18026.8,0,0,96629.77,87096.2768918,515808.28,464918.6350952,417651.09,376445.6334606
2020-01-21 21:00:00,1527.422,1376.4363353,0.90115,20000,18023,0,0,96629.77,87077.9172355,515808.28,464820.631522,417651.09,376366.2797535
2020-01-22 21:00:00,1527.422,1377.84156354,0.90207,20000,18041.4,0,0,96629.77,87166.8166239,510960,460921.6872,412802.81,372377.0308167
2020-01-23 21:00:00,1527.422,1376.49743218,0.90119,20000,18023.8,0,0,96629.77,87081.7824263,513539.81,462796.9413739,415382.62,374338.6633178
2020-01-24 21:00:00,1527.422,1381.6295701,0.90455,20000,18091,0,0,96629.77,87406.4584535,513411.01,464405.9290955,415253.82,375617.842881
2020-01-25 21:00:00,1527.422,1385.371754,0.907,20000,18140,0,0,96629.77,87643.20139,500775.36,454203.25152,402618.17,365174.68019
2020-01-26 21:00:00,1527.422,1385.371754,0.907,20000,18140,0,0,96629.77,87643.20139,500775.36,454203.25152,402618.17,365174.68019
2020-01-27 21:00:00,1527.422,1385.371754,0.907,20000,18140,0,0,96629.77,87643.20139,500775.36,454203.25152,402618.17,365174.68019
2020-01-28 21:00:00,1527.422,1386.07436812,0.90746,20000,18149.2,0,0,96629.77,87687.6510842,502331.34,455845.5977964,404174.15,366771.874159
2020-01-29 21:00:00,1527.422,1385.72306106,0.90723,20000,18144.6,0,0,96629.77,87665.4262371,499455.3,453120.831819,401298.11,364069.6843353
2020-01-30 21:00:00,1527.422,1386.4409494,0.9077,20000,18154,0,0,96629.77,87710.842229,481869.31,437392.772687,383712.12,348295.491324
2020-01-31 21:00:00,1527.422,1384.89825318,0.90669,20000,18133.8,0,0,96629.77,87613.2461613,486578.55,441175.9054995,388421.36,352177.7628984
2020-02-01 21:00:00,1527.422,1377.32224006,0.90173,20000,18034.6,0,0,96629.77,87133.9625021,486962.77,439108.9385921,388805.58,350597.6556534
2020-02-02 21:00:00,1527.422,1377.32224006,0.90173,20000,18034.6,0,0,96629.77,87133.9625021,486962.77,439108.9385921,388805.58,350597.6556534
2020-02-03 21:00:00,1527.422,1377.32224006,0.90173,20000,18034.6,0,0,96629.77,87133.9625021,486962.77,439108.9385921,388805.58,350597.6556534
2020-02-04 21:00:00,1527.422,1380.66729424,0.90392,20000,18078.4,0,0,96629.77,87345.5816984,493160.72,445777.8380224,395003.53,357051.5908376
2020-02-05 21:00:00,1527.422,1382.6223944,0.9052,20000,18104,0,0,96629.77,87469.267804,496815.49,449717.381548,398658.3,360865.49316
2020-02-06 21:00:00,1527.422,1388.2738558,0.9089,20000,18178,0,0,96629.77,87826.797953,499751.64,454224.265596,401594.45,365009.195605
2020-02-07 21:00:00,1527.422,1390.717731,0.9105,20000,18210,0,0,96629.77,87981.405585,498762.87,454123.593135,400605.68,364751.47164
2020-02-08 21:00:00,1527.422,1394.9945126,0.9133,20000,18266,0,0,96629.77,88251.968941,499851.82,456514.667206,401694.63,366867.705579
2020-02-09 21:00:00,1527.422,1394.9945126,0.9133,20000,18266,0,0,96629.77,88251.968941,499851.82,456514.667206,401694.63,366867.705579
2020-02-10 21:00:00,1527.422,1394.9945126,0.9133,20000,18266,0,0,96629.77,88251.968941,499851.82,456514.667206,401694.63,366867.705579
2020-02-11 21:00:00,1527.422,1399.5767786,0.9163,20000,18326,0,0,96629.77,88541.858251,505607.4,463288.06062,407450.21,373346.627423
2020-02-12 21:00:00,1527.422,1398.8130676,0.9158,20000,18316,0,0,96629.77,88493.543366,514221.65,470924.18707,416064.46,381031.832468
2020-02-13 21:00:00,1527.422,1404.40343212,0.91946,20000,18389.2,0,0,96629.77,88847.2083242,469336.3,431535.954398,371179.11,341284.3444806
2020-02-14 21:00:00,1527.422,1408.283084,0.922,20000,18440,0,0,96629.77,89092.64794,475861.48,438744.28456,377704.29,348243.35538
2020-02-15 21:00:00,1527.422,1408.83295592,0.92236,20000,18447.2,0,0,96629.77,89127.4346572,476589.15,439586.768394,378431.96,349050.5026256
2020-02-16 21:00:00,1527.422,1408.83295592,0.92236,20000,18447.2,0,0,96629.77,89127.4346572,476589.15,439586.768394,378431.96,349050.5026256
2020-02-17 21:00:00,1527.422,1408.83295592,0.92236,20000,18447.2,0,0,96629.77,89127.4346572,476589.15,439586.768394,378431.96,349050.5026256
2020-02-18 21:00:00,1527.422,1409.046795,0.9225,20000,18450,0,0,96629.77,89140.962825,476589.15,439653.490875,378431.96,349103.4831
2020-02-19 21:00:00,1527.422,1414.88154704,0.92632,20000,18526.4,0,0,96629.77,89510.0885464,478880.46,443596.5477072,380723.27,352671.5794664
2020-02-20 21:00:00,1527.422,1412.95852274,0.925061,20000,18501.22,0,0,96629.77,89388.43166597,477644.96,441850.72434256,379487.77,351049.33600397
2020-02-21 21:00:00,1527.422,1415.85298743,0.926956,20000,18539.12,0,0,96629.77,89571.54508012,491213.06,455332.89324536,393055.87,364345.49703172
2020-02-22 21:00:00,1527.422,1409.18426298,0.92259,20000,18451.8,0,0,96629.77,89149.6595043,476794.16,439885.5240744,378636.97,349326.6821523
2020-02-23 21:00:00,1527.422,1409.18426298,0.92259,20000,18451.8,0,0,96629.77,89149.6595043,476794.16,439885.5240744,378636.97,349326.6821523
2020-02-24 21:00:00,1527.422,1409.18426298,0.92259,20000,18451.8,0,0,96629.77,89149.6595043,476794.16,439885.5240744,378636.97,349326.6821523
2020-02-25 21:00:00,1527.422,1407.86609779,0.921727,20000,18434.54,0,0,96629.77,89066.26801279,463432.01,427157.79628127,365274.82,336683.66401414
2020-02-26 21:00:00,1527.422,1403.62291948,0.918949,20000,18378.98,0,0,96629.77,88797.83051173,473972.99,435557.00518751,375815.8,345355.5535942
2020-02-27 21:00:00,1527.422,1403.12039764,0.91862,20000,18372.4,0,0,96629.77,88766.0393174,445987.98,409693.4781876,347830.79,319524.3203098
2020-02-28 21:00:00,1527.422,1388.91537304,0.90932,20000,18186.4,0,0,96629.77,87867.3824564,434462.68,395065.6041776,336305.49,305809.3081668
2020-02-29 21:00:00,1527.422,1382.11834514,0.90487,20000,18097.4,0,0,96629.77,87437.3799799,447897.95,405289.4180165,349740.76,316469.9215012
2020-03-01 21:00:00,1527.422,1382.11834514,0.90487,20000,18097.4,0,0,96629.77,87437.3799799,447897.95,405289.4180165,349740.76,316469.9215012
2020-03-02 21:00:00,1527.422,1382.11834514,0.90487,20000,18097.4,0,0,96629.77,87437.3799799,447897.95,405289.4180165,349740.76,316469.9215012
2020-03-03 21:00:00,1527.422,1370.61685748,0.89734,20000,17946.8,0,0,96629.77,86709.7578118,429853.19,385724.4615146,331696,297644.08864
2020-03-04 21:00:00,1527.422,1366.1262368,0.8944,20000,17888,0,0,96629.77,86425.666288,443057.13,396270.297072,344899.94,308478.506336
2020-03-05 21:00:00,1527.422,1371.22782628,0.89774,20000,17954.8,0,0,96629.77,86748.4097198,429247.39,385352.5518986,331090.2,297232.916148
2020-03-06 21:00:00,1527.422,1360.87190512,0.89096,20000,17819.2,0,0,96629.77,86093.2598792,430458.59,383521.3853464,332301.4,296067.255344
2020-03-07 21:00:00,1527.422,1341.48891994,0.87827,20000,17565.4,0,0,96629.77,84867.0280979,394222.19,346233.5228113,296065,260025.00755
2020-03-08 21:00:00,1527.422,1341.48891994,0.87827,20000,17565.4,0,0,96629.77,84867.0280979,394222.19,346233.5228113,296065,260025.00755
2020-03-09 21:00:00,1527.422,1341.48891994,0.87827,20000,17565.4,0,0,96629.77,84867.0280979,394222.19,346233.5228113,296065,260025.00755
2020-03-10 21:00:00,1527.422,1340.0836917,0.87735,20000,17547,0,0,96629.77,84778.1287095,404899.36,355238.453496,306742.17,269120.2428495
2020-03-11 21:00:00,1527.422,1349.72936163,0.883665,20000,17673.3,0,0,96629.77,85388.34570705,384968.98,340183.6137117,286811.79,253445.54041035
2020-03-12 21:00:00,1527.422,1356.32018756,0.88798,20000,17759.6,0,0,96629.77,85805.3031646,357470.38,317426.5480324,259313.19,230264.9264562
2020-03-13 21:00:00,1527.422,1365.60691332,0.89406,20000,17881.2,0,0,96629.77,86392.8121662,392386.99,350817.5122794,294229.8,263059.094988
2020-03-14 21:00:00,1527.422,1369.22690346,0.89643,20000,17928.6,0,0,96629.77,86621.8247211,360893.5,323515.760205,262736.31,235524.7103733
2020-03-15 21:00:00,1527.422,1369.22690346,0.89643,20000,17928.6,0,0,96629.77,86621.8247211,360893.5,323515.760205,262736.31,235524.7103733
2020-03-16 21:00:00,1527.422,1369.22690346,0.89643,20000,17928.6,0,0,96629.77,86621.8247211,360893.5,323515.760205,262736.31,235524.7103733
2020-03-17 21:00:00,1527.422,1368.2646276,0.8958,20000,17916,0,0,96629.77,86560.947966,388903.92,348380.131536,290746.73,260450.920734
2020-03-18 21:00:00,1527.422,1386.60896582,0.90781,20000,18156.2,0,0,96629.77,87721.4715037,362199.41,328808.2463921,264042.22,239700.1677382
2020-03-19 21:00:00,1527.422,1393.43654216,0.91228,20000,18245.6,0,0,96629.77,88153.4065756,364729.67,332735.5833476,266572.48,243188.7420544
2020-03-20 21:00:00,1527.422,1433.21061104,0.93832,20000,18766.4,0,0,96629.77,90669.6457864,357751.96,335685.8191072,259594.77,243582.9645864
2020-03-21 21:00:00,1527.422,1428.24648954,0.93507,20000,18701.4,0,0,96629.77,90355.5990339,353669.57,330705.8048199,255512.38,238921.9611666
2020-03-22 21:00:00,1527.422,1428.24648954,0.93507,20000,18701.4,0,0,96629.77,90355.5990339,353669.57,330705.8048199,255512.38,238921.9611666
2020-03-23 21:00:00,1527.422,1428.24648954,0.93507,20000,18701.4,0,0,96629.77,90355.5990339,353669.57,330705.8048199,255512.38,238921.9611666
2020-03-24 21:00:00,1527.422,1418.92921534,0.92897,20000,18579.4,0,0,96629.77,89766.1574369,384486.48,357176.4053256,286329.29,265991.3205313
2020-03-25 21:00:00,1527.422,1413.9345454,0.9257,20000,18514,0,0,96629.77,89450.178089,397092.41,367588.443937,298935.22,276724.333154
2020-03-26 21:00:00,1527.422,1402.64689682,0.91831,20000,18366.2,0,0,96629.77,88736.0840887,404020.03,371015.6337493,305862.84,280876.9046004
2020-03-27 21:00:00,1527.422,1382.50020064,0.90512,20000,18102.4,0,0,96629.77,87461.5374224,399771.11,361840.8270832,301613.92,272996.7912704
2020-03-28 21:00:00,1527.422,1371.22782628,0.89774,20000,17954.8,0,0,96629.77,86748.4097198,417409.77,374725.4469198,319252.58,286605.8111692
2020-03-29 21:00:00,1527.422,1371.22782628,0.89774,20000,17954.8,0,0,96629.77,86748.4097198,417409.77,374725.4469198,319252.58,286605.8111692
2020-03-30 21:00:00,1527.422,1371.22782628,0.89774,20000,17954.8,0,0,96629.77,86748.4097198,417409.77,374725.4469198,319252.58,286605.8111692
2020-03-31 21:00:00,1527.422,1384.73023676,0.90658,20000,18131.6,0,0,96629.77,87602.6168866,424983.17,385281.2422586,326825.98,296293.8969484
2020-04-01 21:00:00,1527.422,1385.2190118,0.9069,20000,18138,0,0,96629.77,87633.538413,418011.18,379094.339142,319853.99,290075.583531
2020-04-02 21:00:00,1527.422,1394.44464068,0.91294,20000,18258.8,0,0,96629.77,88217.1822238,422860.25,386046.036635,324703.06,296434.4115964
2020-04-03 21:00:00,1527.422,1408.09979336,0.92188,20000,18437.6,0,0,96629.77,89081.0523676,405808.76,374106.9796688,307651.57,283617.8293516
2020-04-04 21:00:00,1527.422,1413.36939926,0.92533,20000,18506.6,0,0,96629.77,89414.4250741,423758.01,392115.9993933,325600.82,301288.2067706
2020-04-05 21:00:00,1527.422,1413.36939926,0.92533,20000,18506.6,0,0,96629.77,89414.4250741,423758.01,392115.9993933,325600.82,301288.2067706
2020-04-06 21:00:00,1527.422,1413.36939926,0.92533,20000,18506.6,0,0,96629.77,89414.4250741,423758.01,392115.9993933,325600.82,301288.2067706
2020-04-07 21:00:00,1527.422,1413.7818032,0.9256,20000,18512,0,0,96629.77,89440.515112,418412.69,387282.785864,320255.5,296428.4908
2020-04-08 21:00:00,1527.422,1401.92900848,0.91784,20000,18356.8,0,0,96629.77,88690.6680968,429550.81,394258.9154504,331393.62,304166.3201808
2020-04-09 21:00:00,1527.422,1405.991951,0.9205,20000,18410,0,0,96629.77,88947.703285,436441.45,401744.354725,338284.26,311390.66133
2020-04-10 21:00:00,1527.422,1397.78969486,0.91513,20000,18302.6,0,0,96629.77,88428.8014201,467668.12,427977.1266556,369510.93,338150.5373709
2020-04-11 21:00:00,1527.422,1397.11762918,0.91469,20000,18293.8,0,0,96629.77,88386.2843213,467668.12,427771.3526828,369510.93,337987.9525617
2020-04-12 21:00:00,1527.422,1397.11762918,0.91469,20000,18293.8,0,0,96629.77,88386.2843213,467668.12,427771.3526828,369510.93,337987.9525617
2020-04-13 21:00:00,1527.422,1397.11762918,0.91469,20000,18293.8,0,0,96629.77,88386.2843213,467668.12,427771.3526828,369510.93,337987.9525617
2020-04-14 21:00:00,1527.422,1398.354841,0.9155,20000,18310,0,0,96629.77,88464.554435,475355.76,435188.19828,377198.57,345325.290835
2020-04-15 21:00:00,1527.422,1390.4122466,0.9103,20000,18206,0,0,96629.77,87962.079631,465355.16,423612.802148,367197.97,334260.312091
2020-04-16 21:00:00,1527.422,1400.64902884,0.917002,20000,18340.04,0,0,96629.77,88609.69234954,478848.81,439105.31646762,380691.62,349094.97692324
2020-04-17 21:00:00,1527.422,1406.66401668,0.92094,20000,18418.8,0,0,96629.77,88990.2203838,490723.81,451927.1855814,392566.62,361530.3030228
2020-04-18 21:00:00,1527.422,1405.56427284,0.92022,20000,18404.4,0,0,96629.77,88920.6469494,504401.84,464160.6612048,406244.65,373834.451823
2020-04-19 21:00:00,1527.422,1405.56427284,0.92022,20000,18404.4,0,0,96629.77,88920.6469494,504401.84,464160.6612048,406244.65,373834.451823
2020-04-20 21:00:00,1527.422,1405.56427284,0.92022,20000,18404.4,0,0,96629.77,88920.6469494,504401.84,464160.6612048,406244.65,373834.451823
2020-04-21 21:00:00,1527.422,1405.8392088,0.9204,20000,18408,0,0,96629.77,88938.040308,481551.45,443219.95458,383394.26,352876.076904
2020-04-22 21:00:00,1527.422,1406.92367842,0.92111,20000,18422.2,0,0,96629.77,89006.6474447,501510,461945.8761,403352.81,371532.3068191
2020-04-23 21:00:00,1527.422,1413.0180922,0.9251,20000,18502,0,0,96629.77,89392.200227,501751.75,464170.543925,403594.56,373365.327456
2020-04-24 21:00:00,1527.422,1417.2948738,0.9279,20000,18558,0,0,96629.77,89662.763583,502803.01,466550.912979,404645.82,375470.856378
2020-04-25 21:00:00,1527.422,1411.1851858,0.9239,20000,18478,0,0,96629.77,89276.244503,533147.75,492575.206225,434990.56,401887.778384
2020-04-26 21:00:00,1527.422,1411.1851858,0.9239,20000,18478,0,0,96629.77,89276.244503,533147.75,492575.206225,434990.56,401887.778384
2020-04-27 21:00:00,1527.422,1411.1851858,0.9239,20000,18478,0,0,96629.77,89276.244503,533147.75,492575.206225,434990.56,401887.778384
2020-04-28 21:00:00,1527.422,1411.0324436,0.9238,20000,18476,0,0,96629.77,89266.581526,504624.82,466172.408716,406467.63,375494.796594
2020-04-29 21:00:00,1527.422,1409.5050216,0.9228,20000,18456,0,0,96629.77,89169.951756,518368.15,478350.12882,420210.96,387770.673888
2020-04-30 21:00:00,1527.422,1404.2354157,0.91935,20000,18387,0,0,96629.77,88836.5790495,522818.87,480653.5281345,424661.68,390412.715508
2020-05-01 21:00:00,1527.422,1395.48328764,0.91362,20000,18272.4,0,0,96629.77,88282.8904674,497208.37,454259.5109994,399051.18,364581.1390716
2020-05-02 21:00:00,1527.422,1393.68092968,0.91244,20000,18248.8,0,0,96629.77,88168.8673388,497503.94,453942.4950136,399346.75,364379.94857
2020-05-03 21:00:00,1527.422,1393.68092968,0.91244,20000,18248.8,0,0,96629.77,88168.8673388,497503.94,453942.4950136,399346.75,364379.94857
2020-05-04 21:00:00,1527.422,1393.68092968,0.91244,20000,18248.8,0,0,96629.77,88168.8673388,497503.94,453942.4950136,399346.75,364379.94857
2020-05-05 21:00:00,1527.422,1400.75289354,0.91707,20000,18341.4,0,0,96629.77,88616.2631739,502305.25,460649.0756175,404148.06,370632.0613842
2020-05-06 21:00:00,1527.422,1409.24535986,0.92263,20000,18452.6,0,0,96629.77,89153.5246951,496805.75,458367.8891225,398648.56,367805.1209128
2020-05-07 21:00:00,1527.422,1414.4691431,0.92605,20000,18521,0,0,96629.77,89483.9985085,505457.03,468078.4826315,407299.84,377180.016832
2020-05-08 21:00:00,1527.422,1409.4286505,0.92275,20000,18455,0,0,96629.77,89165.1202675,531936.81,490844.6914275,433779.62,400270.144355
2020-05-09 21:00:00,1527.422,1409.1231661,0.92255,20000,18451,0,0,96629.77,89145.7943135,543440.24,501350.793412,445283.05,410795.8777775
2020-05-10 21:00:00,1527.422,1409.1231661,0.92255,20000,18451,0,0,96629.77,89145.7943135,543440.24,501350.793412,445283.05,410795.8777775
2020-05-11 21:00:00,1527.422,1409.1231661,0.92255,20000,18451,0,0,96629.77,89145.7943135,543440.24,501350.793412,445283.05,410795.8777775
2020-05-12 21:00:00,1527.422,1413.04864064,0.92512,20000,18502.4,0,0,96629.77,89394.1328224,529728.48,490062.4114176,431571.29,399255.2318048
2020-05-13 21:00:00,1527.422,1408.17616446,0.92193,20000,18438.6,0,0,96629.77,89085.8838561,526508.59,485404.0643787,428351.4,394910.006202
2020-05-14 21:00:00,1527.422,1411.1851858,0.9239,20000,18478,0,0,96629.77,89276.244503,532110.09,491616.512151,433952.9,400929.08431
2020-05-15 21:00:00,1527.422,1413.36939926,0.92533,20000,18506.6,0,0,96629.77,89414.4250741,536428.23,496373.1340659,438271.04,405545.3414432
2020-05-16 21:00:00,1527.422,1411.4906702,0.9241,20000,18482,0,0,96629.77,89295.570457,536423.58,495709.030278,438266.39,405001.970999
2020-05-17 21:00:00,1527.422,1411.4906702,0.9241,20000,18482,0,0,96629.77,89295.570457,536423.58,495709.030278,438266.39,405001.970999
2020-05-18 21:00:00,1527.422,1411.4906702,0.9241,20000,18482,0,0,96629.77,89295.570457,536423.58,495709.030278,438266.39,405001.970999
2020-05-19 21:00:00,1527.422,1399.36293952,0.91616,20000,18323.2,0,0,96629.77,88528.3300832,537671.84,492593.4329344,439514.65,402665.741744
2020-05-20 21:00:00,1527.422,1397.7438722,0.9151,20000,18302,0,0,96629.77,88425.902527,551108.62,504319.498162,452951.43,414495.853593
2020-05-21 21:00:00,1527.422,1390.717731,0.9105,20000,18210,0,0,96629.77,87981.405585,557888.04,507957.06042,459730.85,418584.938925
2020-05-22 21:00:00,1527.422,1394.536286,0.913,20000,18260,0,0,96629.77,88222.98001,542172.05,495003.08165,444014.86,405385.56718
2020-05-23 21:00:00,1527.422,1400.30230405,0.916775,20000,18335.5,0,0,96629.77,88587.75739175,536421.08,491777.435617,438263.89,401789.37775475
2020-05-24 21:00:00,1527.422,1400.30230405,0.916775,20000,18335.5,0,0,96629.77,88587.75739175,536421.08,491777.435617,438263.89,401789.37775475
2020-05-25 21:00:00,1527.422,1400.30230405,0.916775,20000,18335.5,0,0,96629.77,88587.75739175,536421.08,491777.435617,438263.89,401789.37775475
2020-05-26 21:00:00,1527.422,1400.91938254,0.917179,20000,18343.58,0,0,96629.77,88626.79581883,536421.08,491994.14973332,438263.89,401966.43636631
2020-05-27 21:00:00,1527.422,1390.8704732,0.9106,20000,18212,0,0,96629.77,87991.068562,543050.5,494501.7853,444893.31,405119.848086
2020-05-28 21:00:00,1527.422,1386.4409494,0.9077,20000,18154,0,0,96629.77,87710.842229,537377.74,487777.774598,439220.55,398680.493235
2020-05-29 21:00:00,1527.422,1378.6510972,0.9026,20000,18052,0,0,96629.77,87218.030402,598849.3,540521.37818,500692.11,451924.698486
2020-05-30 21:00:00,1527.422,1373.7633468,0.8994,20000,17988,0,0,96629.77,86908.815138,598685.14,538457.414916,500527.95,450174.83823
2020-05-31 21:00:00,1527.422,1373.7633468,0.8994,20000,17988,0,0,96629.77,86908.815138,598685.14,538457.414916,500527.95,450174.83823
2020-06-01 21:00:00,1527.422,1373.7633468,0.8994,20000,17988,0,0,96629.77,86908.815138,598685.14,538457.414916,500527.95,450174.83823
2020-06-02 21:00:00,1527.422,1372.8468936,0.8988,20000,17976,0,0,96629.77,86850.837276,624597.86,561388.556568,526440.67,473164.874196
2020-06-03 21:00:00,1527.422,1365.0570414,0.8937,20000,17874,0,0,96629.77,86358.025449,624344.06,557976.286422,526186.87,470253.205719
2020-06-04 21:00:00,1527.422,1359.40558,0.89,20000,17800,0,0,96629.77,86000.4953,629315.66,560090.9374,531158.47,472731.0383
2020-06-05 21:00:00,1527.422,1347.186204,0.882,20000,17640,0,0,96629.77,85227.45714,645678.13,569488.11066,547520.94,482913.46908
2020-06-06 21:00:00,1527.422,1349.37041746,0.88343,20000,17668.6,0,0,96629.77,85365.6377111,684717.15,604899.6718245,586559.96,518184.6654628
2020-06-07 21:00:00,1527.422,1349.37041746,0.88343,20000,17668.6,0,0,96629.77,85365.6377111,684717.15,604899.6718245,586559.96,518184.6654628
2020-06-08 21:00:00,1527.422,1349.37041746,0.88343,20000,17668.6,0,0,96629.77,85365.6377111,684717.15,604899.6718245,586559.96,518184.6654628
2020-06-09 21:00:00,1527.422,1351.03530744,0.88452,20000,17690.4,0,0,96629.77,85470.9641604,663192.5,586607.0301,565035.31,499785.0324012
2020-06-10 21:00:00,1527.422,1347.85826968,0.88244,20000,17648.8,0,0,96629.77,85269.9742388,668263.56,589702.4958864,570106.37,503084.6651428
2020-06-11 21:00:00,1527.422,1343.91752092,0.87986,20000,17597.2,0,0,96629.77,85020.6694322,610702.57,537332.7632402,512545.38,450968.1780468
2020-06-12 21:00:00,1527.422,1353.12787558,0.88589,20000,17717.8,0,0,96629.77,85603.3469453,619983.9,549237.537171,521826.71,462281.0641219
2020-06-13 21:00:00,1527.422,1357.46575406,0.88873,20000,17774.6,0,0,96629.77,85877.7754921,631702.81,561413.2383313,533545.62,474177.9988626
2020-06-14 21:00:00,1527.422,1357.46575406,0.88873,20000,17774.6,0,0,96629.77,85877.7754921,631702.81,561413.2383313,533545.62,474177.9988626
2020-06-15 21:00:00,1527.422,1357.46575406,0.88873,20000,17774.6,0,0,96629.77,85877.7754921,631702.81,561413.2383313,533545.62,474177.9988626
2020-06-16 21:00:00,1527.422,1347.20147822,0.88201,20000,17640.2,0,0,96629.77,85228.4234377,658765.23,581037.5205123,560608.04,494461.8973604
2020-06-17 21:00:00,1527.422,1355.8161383,0.88765,20000,17753,0,0,96629.77,85773.4153405,656110.53,582396.5119545,557953.34,495267.282251
2020-06-18 21:00:00,1527.422,1358.5654979,0.88945,20000,17789,0,0,96629.77,85947.3489265,670411.69,596297.6776705,572254.5,508991.765025
2020-06-19 21:00:00,1527.422,1362.43140298,0.891981,20000,17839.62,0,0,96629.77,86191.91887437,686560.91,612399.28706271,588403.72,524844.93856932
2020-06-20 21:00:00,1527.422,1366.5080923,0.89465,20000,17893,0,0,96629.77,86449.8237305,675835.89,604636.5789885,577678.7,516820.248955
2020-06-21 21:00:00,1527.422,1366.5080923,0.89465,20000,17893,0,0,96629.77,86449.8237305,675835.89,604636.5789885,577678.7,516820.248955
2020-06-22 21:00:00,1527.422,1366.5080923,0.89465,20000,17893,0,0,96629.77,86449.8237305,675835.89,604636.5789885,577678.7,516820.248955
2020-06-23 21:00:00,1527.422,1354.1359741,0.88655,20000,17731,0,0,96629.77,85667.1225935,697767.59,618605.8569145,599610.4,531584.60012
2020-06-24 21:00:00,1527.422,1350.22577378,0.88399,20000,17679.8,0,0,96629.77,85419.7503823,672137.57,594162.8905043,573980.38,507392.9161162
