request date,EUR cash balance,Total cash balance in EUR,EUR-EUR exchange rate,EUR deposits,Total deposits in EUR,EUR withdrawals,Total withdrawals in EUR,EUR investments,Total investment in EUR,Market value of the EUR investments,Total market value in EUR,P/L in EUR,Total P/L in EUR
2018-05-12 21:00:00,,0,,,0,,0,,0,,0,,0
2018-05-13 21:00:00,,0,,,0,,0,,0,,0,,0
2018-05-14 21:00:00,,0,,,0,,0,,0,,0,,0
2018-05-15 21:00:00,,0,,,0,,0,,0,,0,,0
2018-05-16 21:00:00,,0,,,0,,0,,0,,0,,0
2018-05-17 21:00:00,,0,,,0,,0,,0,,0,,0
2018-05-18 21:00:00,,0,,,0,,0,,0,,0,,0
2018-05-19 21:00:00,,0,,,0,,0,,0,,0,,0
2018-05-20 21:00:00,,0,,,0,,0,,0,,0,,0
2018-05-21 21:00:00,,0,,,0,,0,,0,,0,,0
2018-05-22 21:00:00,,0,,,0,,0,,0,,0,,0
2018-05-23 21:00:00,,0,,,0,,0,,0,,0,,0
2018-05-24 21:00:00,,0,,,0,,0,,0,,0,,0
2018-05-25 21:00:00,,0,,,0,,0,,0,,0,,0
2018-05-26 21:00:00,,0,,,0,,0,,0,,0,,0
2018-05-27 21:00:00,,0,,,0,,0,,0,,0,,0
2018-05-28 21:00:00,,0,,,0,,0,,0,,0,,0
2018-05-29 21:00:00,,0,,,0,,0,,0,,0,,0
2018-05-30 21:00:00,,0,,,0,,0,,0,,0,,0
2018-05-31 21:00:00,,0,,,0,,0,,0,,0,,0
2018-06-01 21:00:00,,0,,,0,,0,,0,,0,,0
2018-06-02 21:00:00,,0,,,0,,0,,0,,0,,0
2018-06-03 21:00:00,,0,,,0,,0,,0,,0,,0
2018-06-04 21:00:00,,0,,,0,,0,,0,,0,,0
2018-06-05 21:00:00,,0,,,0,,0,,0,,0,,0
2018-06-06 21:00:00,,0,,,0,,0,,0,,0,,0
2018-06-07 21:00:00,,0,,,0,,0,,0,,0,,0
2018-06-08 21:00:00,,0,,,0,,0,,0,,0,,0
2018-06-09 21:00:00,,0,,,0,,0,,0,,0,,0
2018-06-10 21:00:00,,0,,,0,,0,,0,,0,,0
2018-06-11 21:00:00,,0,,,0,,0,,0,,0,,0
2018-06-12 21:00:00,,0,,,0,,0,,0,,0,,0
2018-06-13 21:00:00,,0,,,0,,0,,0,,0,,0
2018-06-14 21:00:00,,0,,,0,,0,,0,,0,,0
2018-06-15 21:00:00,,0,,,0,,0,,0,,0,,0
2018-06-16 21:00:00,,0,,,0,,0,,0,,0,,0
2018-06-17 21:00:00,,0,,,0,,0,,0,,0,,0
2018-06-18 21:00:00,,0,,,0,,0,,0,,0,,0
2018-06-19 21:00:00,,0,,,0,,0,,0,,0,,0
2018-06-20 21:00:00,,0,,,0,,0,,0,,0,,0
2018-06-21 21:00:00,,0,,,0,,0,,0,,0,,0
2018-06-22 21:00:00,,0,,,0,,0,,0,,0,,0
2018-06-23 21:00:00,,0,,,0,,0,,0,,0,,0
2018-06-24 21:00:00,,0,,,0,,0,,0,,0,,0
2018-06-25 21:00:00,,0,,,0,,0,,0,,0,,0
2018-06-26 21:00:00,,0,,,0,,0,,0,,0,,0
2018-06-27 21:00:00,,0,,,0,,0,,0,,0,,0
2018-06-28 21:00:00,,0,,,0,,0,,0,,0,,0
2018-06-29 21:00:00,,0,,,0,,0,,0,,0,,0
2018-06-30 21:00:00,,0,,,0,,0,,0,,0,,0
2018-07-01 21:00:00,,0,,,0,,0,,0,,0,,0
2018-07-02 21:00:00,,0,,,0,,0,,0,,0,,0
2018-07-03 21:00:00,,0,,,0,,0,,0,,0,,0
2018-07-04 21:00:00,,0,,,0,,0,,0,,0,,0
2018-07-05 21:00:00,,0,,,0,,0,,0,,0,,0
2018-07-06 21:00:00,,0,,,0,,0,,0,,0,,0
2018-07-07 21:00:00,,0,,,0,,0,,0,,0,,0
2018-07-08 21:00:00,,0,,,0,,0,,0,,0,,0
2018-07-09 21:00:00,,0,,,0,,0,,0,,0,,0
2018-07-10 21:00:00,,0,,,0,,0,,0,,0,,0
2018-07-11 21:00:00,,0,,,0,,0,,0,,0,,0
2018-07-12 21:00:00,,0,,,0,,0,,0,,0,,0
2018-07-13 21:00:00,,0,,,0,,0,,0,,0,,0
2018-07-14 21:00:00,,0,,,0,,0,,0,,0,,0
2018-07-15 21:00:00,,0,,,0,,0,,0,,0,,0
2018-07-16 21:00:00,,0,,,0,,0,,0,,0,,0
2018-07-17 21:00:00,,0,,,0,,0,,0,,0,,0
2018-07-18 21:00:00,,0,,,0,,0,,0,,0,,0
2018-07-19 21:00:00,,0,,,0,,0,,0,,0,,0
2018-07-20 21:00:00,,0,,,0,,0,,0,,0,,0
2018-07-21 21:00:00,,0,,,0,,0,,0,,0,,0
2018-07-22 21:00:00,,0,,,0,,0,,0,,0,,0
2018-07-23 21:00:00,,0,,,0,,0,,0,,0,,0
2018-07-24 21:00:00,,0,,,0,,0,,0,,0,,0
2018-07-25 21:00:00,,0,,,0,,0,,0,,0,,0
2018-07-26 21:00:00,,0,,,0,,0,,0,,0,,0
2018-07-27 21:00:00,,0,,,0,,0,,0,,0,,0
2018-07-28 21:00:00,,0,,,0,,0,,0,,0,,0
2018-07-29 21:00:00,,0,,,0,,0,,0,,0,,0
2018-07-30 21:00:00,,0,,,0,,0,,0,,0,,0
2018-07-31 21:00:00,,0,,,0,,0,,0,,0,,0
2018-08-01 21:00:00,,0,,,0,,0,,0,,0,,0
2018-08-02 21:00:00,,0,,,0,,0,,0,,0,,0
2018-08-03 21:00:00,,0,,,0,,0,,0,,0,,0
2018-08-04 21:00:00,,0,,,0,,0,,0,,0,,0
2018-08-05 21:00:00,,0,,,0,,0,,0,,0,,0
2018-08-06 21:00:00,,0,,,0,,0,,0,,0,,0
2018-08-07 21:00:00,,0,,,0,,0,,0,,0,,0
2018-08-08 21:00:00,,0,,,0,,0,,0,,0,,0
2018-08-09 21:00:00,,0,,,0,,0,,0,,0,,0
2018-08-10 21:00:00,,0,,,0,,0,,0,,0,,0
2018-08-11 21:00:00,,0,,,0,,0,,0,,0,,0
2018-08-12 21:00:00,,0,,,0,,0,,0,,0,,0
2018-08-13 21:00:00,,0,,,0,,0,,0,,0,,0
2018-08-14 21:00:00,,0,,,0,,0,,0,,0,,0
2018-08-15 21:00:00,,0,,,0,,0,,0,,0,,0
2018-08-16 21:00:00,,0,,,0,,0,,0,,0,,0
2018-08-17 21:00:00,,0,,,0,,0,,0,,0,,0
2018-08-18 21:00:00,,0,,,0,,0,,0,,0,,0
2018-08-19 21:00:00,,0,,,0,,0,,0,,0,,0
2018-08-20 21:00:00,,0,,,0,,0,,0,,0,,0
2018-08-21 21:00:00,,0,,,0,,0,,0,,0,,0
2018-08-22 21:00:00,,0,,,0,,0,,0,,0,,0
2018-08-23 21:00:00,,0,,,0,,0,,0,,0,,0
2018-08-24 21:00:00,,0,,,0,,0,,0,,0,,0
2018-08-25 21:00:00,,0,,,0,,0,,0,,0,,0
2018-08-26 21:00:00,,0,,,0,,0,,0,,0,,0
2018-08-27 21:00:00,,0,,,0,,0,,0,,0,,0
2018-08-28 21:00:00,,0,,,0,,0,,0,,0,,0
2018-08-29 21:00:00,,0,,,0,,0,,0,,0,,0
2018-08-30 21:00:00,,0,,,0,,0,,0,,0,,0
2018-08-31 21:00:00,,0,,,0,,0,,0,,0,,0
2018-09-01 21:00:00,,0,,,0,,0,,0,,0,,0
2018-09-02 21:00:00,,0,,,0,,0,,0,,0,,0
2018-09-03 21:00:00,,0,,,0,,0,,0,,0,,0
2018-09-04 21:00:00,,0,,,0,,0,,0,,0,,0
2018-09-05 21:00:00,,0,,,0,,0,,0,,0,,0
2018-09-06 21:00:00,,0,,,0,,0,,0,,0,,0
2018-09-07 21:00:00,,0,,,0,,0,,0,,0,,0
2018-09-08 21:00:00,,0,,,0,,0,,0,,0,,0
2018-09-09 21:00:00,,0,,,0,,0,,0,,0,,0
2018-09-10 21:00:00,,0,,,0,,0,,0,,0,,0
2018-09-11 21:00:00,,0,,,0,,0,,0,,0,,0
2018-09-12 21:00:00,,0,,,0,,0,,0,,0,,0
2018-09-13 21:00:00,,0,,,0,,0,,0,,0,,0
2018-09-14 21:00:00,,0,,,0,,0,,0,,0,,0
2018-09-15 21:00:00,,0,,,0,,0,,0,,0,,0
2018-09-16 21:00:00,,0,,,0,,0,,0,,0,,0
2018-09-17 21:00:00,,0,,,0,,0,,0,,0,,0
2018-09-18 21:00:00,,0,,,0,,0,,0,,0,,0
2018-09-19 21:00:00,,0,,,0,,0,,0,,0,,0
2018-09-20 21:00:00,,0,,,0,,0,,0,,0,,0
2018-09-21 21:00:00,,0,,,0,,0,,0,,0,,0
2018-09-22 21:00:00,,0,,,0,,0,,0,,0,,0
2018-09-23 21:00:00,,0,,,0,,0,,0,,0,,0
2018-09-24 21:00:00,,0,,,0,,0,,0,,0,,0
2018-09-25 21:00:00,,0,,,0,,0,,0,,0,,0
2018-09-26 21:00:00,,0,,,0,,0,,0,,0,,0
2018-09-27 21:00:00,,0,,,0,,0,,0,,0,,0
2018-09-28 21:00:00,,0,,,0,,0,,0,,0,,0
2018-09-29 21:00:00,,0,,,0,,0,,0,,0,,0
2018-09-30 21:00:00,,0,,,0,,0,,0,,0,,0
2018-10-01 21:00:00,,0,,,0,,0,,0,,0,,0
2018-10-02 21:00:00,,0,,,0,,0,,0,,0,,0
2018-10-03 21:00:00,,0,,,0,,0,,0,,0,,0
2018-10-04 21:00:00,,0,,,0,,0,,0,,0,,0
2018-10-05 21:00:00,,0,,,0,,0,,0,,0,,0
2018-10-06 21:00:00,,0,,,0,,0,,0,,0,,0
2018-10-07 21:00:00,,0,,,0,,0,,0,,0,,0
2018-10-08 21:00:00,,0,,,0,,0,,0,,0,,0
2018-10-09 21:00:00,,0,,,0,,0,,0,,0,,0
2018-10-10 21:00:00,,0,,,0,,0,,0,,0,,0
2018-10-11 21:00:00,,0,,,0,,0,,0,,0,,0
2018-10-12 21:00:00,,0,,,0,,0,,0,,0,,0
2018-10-13 21:00:00,,0,,,0,,0,,0,,0,,0
2018-10-14 21:00:00,,0,,,0,,0,,0,,0,,0
2018-10-15 21:00:00,,0,,,0,,0,,0,,0,,0
2018-10-16 21:00:00,,0,,,0,,0,,0,,0,,0
2018-10-17 21:00:00,,0,,,0,,0,,0,,0,,0
2018-10-18 21:00:00,,0,,,0,,0,,0,,0,,0
2018-10-19 21:00:00,,0,,,0,,0,,0,,0,,0
2018-10-20 21:00:00,,0,,,0,,0,,0,,0,,0
2018-10-21 21:00:00,,0,,,0,,0,,0,,0,,0
2018-10-22 21:00:00,,0,,,0,,0,,0,,0,,0
2018-10-23 21:00:00,,0,,,0,,0,,0,,0,,0
2018-10-24 21:00:00,,0,,,0,,0,,0,,0,,0
2018-10-25 21:00:00,,0,,,0,,0,,0,,0,,0
2018-10-26 21:00:00,,0,,,0,,0,,0,,0,,0
2018-10-27 21:00:00,,0,,,0,,0,,0,,0,,0
2018-10-28 21:00:00,,0,,,0,,0,,0,,0,,0
2018-10-29 21:00:00,,0,,,0,,0,,0,,0,,0
2018-10-30 21:00:00,,0,,,0,,0,,0,,0,,0
2018-10-31 21:00:00,,0,,,0,,0,,0,,0,,0
2018-11-01 21:00:00,,0,,,0,,0,,0,,0,,0
2018-11-02 21:00:00,,0,,,0,,0,,0,,0,,0
2018-11-03 21:00:00,,0,,,0,,0,,0,,0,,0
2018-11-04 21:00:00,,0,,,0,,0,,0,,0,,0
2018-11-05 21:00:00,,0,,,0,,0,,0,,0,,0
2018-11-06 21:00:00,,0,,,0,,0,,0,,0,,0
2018-11-07 21:00:00,,0,,,0,,0,,0,,0,,0
2018-11-08 21:00:00,,0,,,0,,0,,0,,0,,0
2018-11-09 21:00:00,,0,,,0,,0,,0,,0,,0
2018-11-10 21:00:00,,0,,,0,,0,,0,,0,,0
2018-11-11 21:00:00,,0,,,0,,0,,0,,0,,0
2018-11-12 21:00:00,,0,,,0,,0,,0,,0,,0
2018-11-13 21:00:00,,0,,,0,,0,,0,,0,,0
2018-11-14 21:00:00,,0,,,0,,0,,0,,0,,0
2018-11-15 21:00:00,,0,,,0,,0,,0,,0,,0
2018-11-16 21:00:00,,0,,,0,,0,,0,,0,,0
2018-11-17 21:00:00,,0,,,0,,0,,0,,0,,0
2018-11-18 21:00:00,,0,,,0,,0,,0,,0,,0
2018-11-19 21:00:00,,0,,,0,,0,,0,,0,,0
2018-11-20 21:00:00,,0,,,0,,0,,0,,0,,0
2018-11-21 21:00:00,,0,,,0,,0,,0,,0,,0
2018-11-22 21:00:00,,0,,,0,,0,,0,,0,,0
2018-11-23 21:00:00,,0,,,0,,0,,0,,0,,0
2018-11-24 21:00:00,,0,,,0,,0,,0,,0,,0
2018-11-25 21:00:00,,0,,,0,,0,,0,,0,,0
2018-11-26 21:00:00,,0,,,0,,0,,0,,0,,0
2018-11-27 21:00:00,,0,,,0,,0,,0,,0,,0
2018-11-28 21:00:00,,0,,,0,,0,,0,,0,,0
2018-11-29 21:00:00,,0,,,0,,0,,0,,0,,0
2018-11-30 21:00:00,,0,,,0,,0,,0,,0,,0
2018-12-01 21:00:00,,0,,,0,,0,,0,,0,,0
2018-12-02 21:00:00,,0,,,0,,0,,0,,0,,0
2018-12-03 21:00:00,,0,,,0,,0,,0,,0,,0
2018-12-04 21:00:00,,0,,,0,,0,,0,,0,,0
2018-12-05 21:00:00,,0,,,0,,0,,0,,0,,0
2018-12-06 21:00:00,,0,,,0,,0,,0,,0,,0
2018-12-07 21:00:00,,0,,,0,,0,,0,,0,,0
2018-12-08 21:00:00,,0,,,0,,0,,0,,0,,0
2018-12-09 21:00:00,,0,,,0,,0,,0,,0,,0
2018-12-10 21:00:00,,0,,,0,,0,,0,,0,,0
2018-12-11 21:00:00,,0,,,0,,0,,0,,0,,0
2018-12-12 21:00:00,,0,,,0,,0,,0,,0,,0
2018-12-13 21:00:00,,0,,,0,,0,,0,,0,,0
2018-12-14 21:00:00,,0,,,0,,0,,0,,0,,0
2018-12-15 21:00:00,,0,,,0,,0,,0,,0,,0
2018-12-16 21:00:00,,0,,,0,,0,,0,,0,,0
2018-12-17 21:00:00,,0,,,0,,0,,0,,0,,0
2018-12-18 21:00:00,,0,,,0,,0,,0,,0,,0
2018-12-19 21:00:00,,0,,,0,,0,,0,,0,,0
2018-12-20 21:00:00,,0,,,0,,0,,0,,0,,0
2018-12-21 21:00:00,,0,,,0,,0,,0,,0,,0
2018-12-22 21:00:00,,0,,,0,,0,,0,,0,,0
2018-12-23 21:00:00,,0,,,0,,0,,0,,0,,0
2018-12-24 21:00:00,,0,,,0,,0,,0,,0,,0
2018-12-25 21:00:00,,0,,,0,,0,,0,,0,,0
2018-12-26 21:00:00,,0,,,0,,0,,0,,0,,0
2018-12-27 21:00:00,,0,,,0,,0,,0,,0,,0
2018-12-28 21:00:00,,0,,,0,,0,,0,,0,,0
2018-12-29 21:00:00,,0,,,0,,0,,0,,0,,0
2018-12-30 21:00:00,,0,,,0,,0,,0,,0,,0
2018-12-31 21:00:00,,0,,,0,,0,,0,,0,,0
2019-01-01 21:00:00,,0,,,0,,0,,0,,0,,0
2019-01-02 21:00:00,,0,,,0,,0,,0,,0,,0
2019-01-03 21:00:00,,0,,,0,,0,,0,,0,,0
2019-01-04 21:00:00,,0,,,0,,0,,0,,0,,0
2019-01-05 21:00:00,,0,,,0,,0,,0,,0,,0
2019-01-06 21:00:00,,0,,,0,,0,,0,,0,,0
2019-01-07 21:00:00,,0,,,0,,0,,0,,0,,0
2019-01-08 21:00:00,,0,,,0,,0,,0,,0,,0
2019-01-09 21:00:00,,0,,,0,,0,,0,,0,,0
2019-01-10 21:00:00,,0,,,0,,0,,0,,0,,0
2019-01-11 21:00:00,,0,,,0,,0,,0,,0,,0
2019-01-12 21:00:00,,0,,,0,,0,,0,,0,,0
2019-01-13 21:00:00,,0,,,0,,0,,0,,0,,0
2019-01-14 21:00:00,,0,,,0,,0,,0,,0,,0
2019-01-15 21:00:00,,0,,,0,,0,,0,,0,,0
2019-01-16 21:00:00,,0,,,0,,0,,0,,0,,0
2019-01-17 21:00:00,,0,,,0,,0,,0,,0,,0
2019-01-18 21:00:00,,0,,,0,,0,,0,,0,,0
2019-01-19 21:00:00,,0,,,0,,0,,0,,0,,0
2019-01-20 21:00:00,,0,,,0,,0,,0,,0,,0
2019-01-21 21:00:00,,0,,,0,,0,,0,,0,,0
2019-01-22 21:00:00,,0,,,0,,0,,0,,0,,0
2019-01-23 21:00:00,,0,,,0,,0,,0,,0,,0
2019-01-24 21:00:00,,0,,,0,,0,,0,,0,,0
2019-01-25 21:00:00,,0,,,0,,0,,0,,0,,0
2019-01-26 21:00:00,,0,,,0,,0,,0,,0,,0
2019-01-27 21:00:00,,0,,,0,,0,,0,,0,,0
2019-01-28 21:00:00,,0,,,0,,0,,0,,0,,0
2019-01-29 21:00:00,,0,,,0,,0,,0,,0,,0
2019-01-30 21:00:00,,0,,,0,,0,,0,,0,,0
2019-01-31 21:00:00,,0,,,0,,0,,0,,0,,0
2019-02-01 21:00:00,,0,,,0,,0,,0,,0,,0
2019-02-02 21:00:00,,0,,,0,,0,,0,,0,,0
2019-02-03 21:00:00,,0,,,0,,0,,0,,0,,0
2019-02-04 21:00:00,,0,,,0,,0,,0,,0,,0
2019-02-05 21:00:00,,0,,,0,,0,,0,,0,,0
2019-02-06 21:00:00,,0,,,0,,0,,0,,0,,0
2019-02-07 21:00:00,,0,,,0,,0,,0,,0,,0
2019-02-08 21:00:00,,0,,,0,,0,,0,,0,,0
2019-02-09 21:00:00,,0,,,0,,0,,0,,0,,0
2019-02-10 21:00:00,,0,,,0,,0,,0,,0,,0
2019-02-11 21:00:00,,0,,,0,,0,,0,,0,,0
2019-02-12 21:00:00,,0,,,0,,0,,0,,0,,0
2019-02-13 21:00:00,,0,,,0,,0,,0,,0,,0
2019-02-14 21:00:00,,0,,,0,,0,,0,,0,,0
2019-02-15 21:00:00,,0,,,0,,0,,0,,0,,0
2019-02-16 21:00:00,,0,,,0,,0,,0,,0,,0
2019-02-17 21:00:00,,0,,,0,,0,,0,,0,,0
2019-02-18 21:00:00,,0,,,0,,0,,0,,0,,0
2019-02-19 21:00:00,,0,,,0,,0,,0,,0,,0
2019-02-20 21:00:00,,0,,,0,,0,,0,,0,,0
2019-02-21 21:00:00,,0,,,0,,0,,0,,0,,0
2019-02-22 21:00:00,,0,,,0,,0,,0,,0,,0
2019-02-23 21:00:00,,0,,,0,,0,,0,,0,,0
2019-02-24 21:00:00,,0,,,0,,0,,0,,0,,0
2019-02-25 21:00:00,,0,,,0,,0,,0,,0,,0
2019-02-26 21:00:00,,0,,,0,,0,,0,,0,,0
2019-02-27 21:00:00,,0,,,0,,0,,0,,0,,0
2019-02-28 21:00:00,,0,,,0,,0,,0,,0,,0
2019-03-01 21:00:00,,0,,,0,,0,,0,,0,,0
2019-03-02 21:00:00,,0,,,0,,0,,0,,0,,0
2019-03-03 21:00:00,,0,,,0,,0,,0,,0,,0
2019-03-04 21:00:00,,0,,,0,,0,,0,,0,,0
2019-03-05 21:00:00,,0,,,0,,0,,0,,0,,0
2019-03-06 21:00:00,,0,,,0,,0,,0,,0,,0
2019-03-07 21:00:00,,0,,,0,,0,,0,,0,,0
2019-03-08 21:00:00,,0,,,0,,0,,0,,0,,0
2019-03-09 21:00:00,,0,,,0,,0,,0,,0,,0
2019-03-10 21:00:00,,0,,,0,,0,,0,,0,,0
2019-03-11 21:00:00,,0,,,0,,0,,0,,0,,0
2019-03-12 21:00:00,,0,,,0,,0,,0,,0,,0
2019-03-13 21:00:00,,0,,,0,,0,,0,,0,,0
2019-03-14 21:00:00,,0,,,0,,0,,0,,0,,0
2019-03-15 21:00:00,,0,,,0,,0,,0,,0,,0
2019-03-16 21:00:00,,0,,,0,,0,,0,,0,,0
2019-03-17 21:00:00,,0,,,0,,0,,0,,0,,0
2019-03-18 21:00:00,,0,,,0,,0,,0,,0,,0
2019-03-19 21:00:00,,0,,,0,,0,,0,,0,,0
2019-03-20 21:00:00,,0,,,0,,0,,0,,0,,0
2019-03-21 21:00:00,,0,,,0,,0,,0,,0,,0
2019-03-22 21:00:00,,0,,,0,,0,,0,,0,,0
2019-03-23 21:00:00,,0,,,0,,0,,0,,0,,0
2019-03-24 21:00:00,,0,,,0,,0,,0,,0,,0
2019-03-25 21:00:00,,0,,,0,,0,,0,,0,,0
2019-03-26 21:00:00,,0,,,0,,0,,0,,0,,0
2019-03-27 21:00:00,,0,,,0,,0,,0,,0,,0
2019-03-28 21:00:00,,0,,,0,,0,,0,,0,,0
2019-03-29 21:00:00,,0,,,0,,0,,0,,0,,0
2019-03-30 21:00:00,,0,,,0,,0,,0,,0,,0
2019-03-31 21:00:00,,0,,,0,,0,,0,,0,,0
2019-04-01 21:00:00,,0,,,0,,0,,0,,0,,0
2019-04-02 21:00:00,,0,,,0,,0,,0,,0,,0
2019-04-03 21:00:00,,0,,,0,,0,,0,,0,,0
2019-04-04 21:00:00,,0,,,0,,0,,0,,0,,0
2019-04-05 21:00:00,,0,,,0,,0,,0,,0,,0
2019-04-06 21:00:00,,0,,,0,,0,,0,,0,,0
2019-04-07 21:00:00,,0,,,0,,0,,0,,0,,0
2019-04-08 21:00:00,,0,,,0,,0,,0,,0,,0
2019-04-09 21:00:00,,0,,,0,,0,,0,,0,,0
2019-04-10 21:00:00,,0,,,0,,0,,0,,0,,0
2019-04-11 21:00:00,,0,,,0,,0,,0,,0,,0
2019-04-12 21:00:00,,0,,,0,,0,,0,,0,,0
2019-04-13 21:00:00,,0,,,0,,0,,0,,0,,0
2019-04-14 21:00:00,,0,,,0,,0,,0,,0,,0
2019-04-15 21:00:00,,0,,,0,,0,,0,,0,,0
2019-04-16 21:00:00,,0,,,0,,0,,0,,0,,0
2019-04-17 21:00:00,,0,,,0,,0,,0,,0,,0
2019-04-18 21:00:00,,0,,,0,,0,,0,,0,,0
2019-04-19 21:00:00,,0,,,0,,0,,0,,0,,0
2019-04-20 21:00:00,,0,,,0,,0,,0,,0,,0
2019-04-21 21:00:00,,0,,,0,,0,,0,,0,,0
2019-04-22 21:00:00,,0,,,0,,0,,0,,0,,0
2019-04-23 21:00:00,,0,,,0,,0,,0,,0,,0
2019-04-24 21:00:00,,0,,,0,,0,,0,,0,,0
2019-04-25 21:00:00,,0,,,0,,0,,0,,0,,0
2019-04-26 21:00:00,,0,,,0,,0,,0,,0,,0
2019-04-27 21:00:00,,0,,,0,,0,,0,,0,,0
2019-04-28 21:00:00,,0,,,0,,0,,0,,0,,0
2019-04-29 21:00:00,,0,,,0,,0,,0,,0,,0
2019-04-30 21:00:00,,0,,,0,,0,,0,,0,,0
2019-05-01 21:00:00,,0,,,0,,0,,0,,0,,0
2019-05-02 21:00:00,,0,,,0,,0,,0,,0,,0
2019-05-03 21:00:00,,0,,,0,,0,,0,,0,,0
2019-05-04 21:00:00,,0,,,0,,0,,0,,0,,0
2019-05-05 21:00:00,,0,,,0,,0,,0,,0,,0
2019-05-06 21:00:00,,0,,,0,,0,,0,,0,,0
2019-05-07 21:00:00,,0,,,0,,0,,0,,0,,0
2019-05-08 21:00:00,,0,,,0,,0,,0,,0,,0
2019-05-09 21:00:00,,0,,,0,,0,,0,,0,,0
2019-05-10 21:00:00,,0,,,0,,0,,0,,0,,0
2019-05-11 21:00:00,,0,,,0,,0,,0,,0,,0
2019-05-12 21:00:00,,0,,,0,,0,,0,,0,,0
2019-05-13 21:00:00,,0,,,0,,0,,0,,0,,0
2019-05-14 21:00:00,,0,,,0,,0,,0,,0,,0
2019-05-15 21:00:00,,0,,,0,,0,,0,,0,,0
2019-05-16 21:00:00,,0,,,0,,0,,0,,0,,0
2019-05-17 21:00:00,,0,,,0,,0,,0,,0,,0
2019-05-18 21:00:00,,0,,,0,,0,,0,,0,,0
2019-05-19 21:00:00,,0,,,0,,0,,0,,0,,0
2019-05-20 21:00:00,,0,,,0,,0,,0,,0,,0
2019-05-21 21:00:00,,0,,,0,,0,,0,,0,,0
2019-05-22 21:00:00,,0,,,0,,0,,0,,0,,0
2019-05-23 21:00:00,,0,,,0,,0,,0,,0,,0
2019-05-24 21:00:00,,0,,,0,,0,,0,,0,,0
2019-05-25 21:00:00,,0,,,0,,0,,0,,0,,0
2019-05-26 21:00:00,,0,,,0,,0,,0,,0,,0
2019-05-27 21:00:00,,0,,,0,,0,,0,,0,,0
2019-05-28 21:00:00,,0,,,0,,0,,0,,0,,0
2019-05-29 21:00:00,,0,,,0,,0,,0,,0,,0
2019-05-30 21:00:00,,0,,,0,,0,,0,,0,,0
2019-05-31 21:00:00,,0,,,0,,0,,0,,0,,0
2019-06-01 21:00:00,,0,,,0,,0,,0,,0,,0
2019-06-02 21:00:00,,0,,,0,,0,,0,,0,,0
2019-06-03 21:00:00,,0,,,0,,0,,0,,0,,0
2019-06-04 21:00:00,,0,,,0,,0,,0,,0,,0
2019-06-05 21:00:00,,0,,,0,,0,,0,,0,,0
2019-06-06 21:00:00,,0,,,0,,0,,0,,0,,0
2019-06-07 21:00:00,,0,,,0,,0,,0,,0,,0
2019-06-08 21:00:00,,0,,,0,,0,,0,,0,,0
2019-06-09 21:00:00,,0,,,0,,0,,0,,0,,0
2019-06-10 21:00:00,,0,,,0,,0,,0,,0,,0
2019-06-11 21:00:00,,0,,,0,,0,,0,,0,,0
2019-06-12 21:00:00,,0,,,0,,0,,0,,0,,0
2019-06-13 21:00:00,,0,,,0,,0,,0,,0,,0
2019-06-14 21:00:00,,0,,,0,,0,,0,,0,,0
2019-06-15 21:00:00,,0,,,0,,0,,0,,0,,0
2019-06-16 21:00:00,,0,,,0,,0,,0,,0,,0
2019-06-17 21:00:00,,0,,,0,,0,,0,,0,,0
2019-06-18 21:00:00,,0,,,0,,0,,0,,0,,0
2019-06-19 21:00:00,,0,,,0,,0,,0,,0,,0
2019-06-20 21:00:00,,0,,,0,,0,,0,,0,,0
2019-06-21 21:00:00,,0,,,0,,0,,0,,0,,0
2019-06-22 21:00:00,,0,,,0,,0,,0,,0,,0
2019-06-23 21:00:00,,0,,,0,,0,,0,,0,,0
2019-06-24 21:00:00,,0,,,0,,0,,0,,0,,0
2019-06-25 21:00:00,,0,,,0,,0,,0,,0,,0
2019-06-26 21:00:00,,0,,,0,,0,,0,,0,,0
2019-06-27 21:00:00,,0,,,0,,0,,0,,0,,0
2019-06-28 21:00:00,,0,,,0,,0,,0,,0,,0
2019-06-29 21:00:00,,0,,,0,,0,,0,,0,,0
2019-06-30 21:00:00,,0,,,0,,0,,0,,0,,0
2019-07-01 21:00:00,,0,,,0,,0,,0,,0,,0
2019-07-02 21:00:00,,0,,,0,,0,,0,,0,,0
2019-07-03 21:00:00,,0,,,0,,0,,0,,0,,0
2019-07-04 21:00:00,,0,,,0,,0,,0,,0,,0
2019-07-05 21:00:00,,0,,,0,,0,,0,,0,,0
2019-07-06 21:00:00,,0,,,0,,0,,0,,0,,0
2019-07-07 21:00:00,,0,,,0,,0,,0,,0,,0
2019-07-08 21:00:00,,0,,,0,,0,,0,,0,,0
2019-07-09 21:00:00,,0,,,0,,0,,0,,0,,0
2019-07-10 21:00:00,,0,,,0,,0,,0,,0,,0
2019-07-11 21:00:00,,0,,,0,,0,,0,,0,,0
2019-07-12 21:00:00,,0,,,0,,0,,0,,0,,0
2019-07-13 21:00:00,,0,,,0,,0,,0,,0,,0
2019-07-14 21:00:00,,0,,,0,,0,,0,,0,,0
2019-07-15 21:00:00,,0,,,0,,0,,0,,0,,0
2019-07-16 21:00:00,,0,,,0,,0,,0,,0,,0
2019-07-17 21:00:00,,0,,,0,,0,,0,,0,,0
2019-07-18 21:00:00,,0,,,0,,0,,0,,0,,0
